freq,class,sub_class,name,tooltip,alias,ignore
32507,VERB,NA,shore,shore,\bshore\b|\bShore\b|\bSHORE\b|\bshores\b|\bshoring\b|\bshorten\b,FALSE
31561,VERB,NA,do,do,\bdid\b|\bDid\b|\bdo\b|\bDo\b|\bdoes\b|\bDoes\b|\bdoing\b|\bDoing\b|\bdone\b|\bDone\b|\bDOS\b|\bdu\b,FALSE
30543,VERB,NA,offshore,offshore,\boffshore\b|\boFFSHORE\b|\bOffshore\b|\bOffshoRe\b|\bOFFSHORE\b|\boffshores\b,FALSE
23574,VERB,NA,that,that,\bdat\b|\bDat\b|\bthat\b|\bThat\b,FALSE
18357,VERB,NA,project,project,\bproject\b|\bProject\b|\bPROJECT\b|\bprojected\b|\bProjected\b|\bprojects\b|\bProjects\b|\bPROJECTS\b,FALSE
17265,VERB,NA,owe,owe,\bowe\b|\bowed\b|\bowes\b|\bowing\b,FALSE
16040,VERB,NA,act,act,\bact\b|\bAct\b|\bACT\b|\bacted\b|\bacting\b|\bActing\b|\bacts\b|\bActs\b,FALSE
15729,VERB,NA,run,run,\bran\b|\brun\b|\bRun\b|\brunned\b|\brunning\b|\bRunning\b|\bruns\b,FALSE
14838,VERB,NA,sea,sea,\bsea\b|\bSea\b|\bSEA\b|\bseabed\b|\bseas\b,FALSE
14697,VERB,NA,farm,farm,\bfarm\b|\bFarm\b|\bFARm\b|\bFARM\b|\bfarming\b|\bfarms\b,FALSE
14225,VERB,NA,turbine,turbine,\bturbine\b|\bTURBINE\b|\bturbines\b,FALSE
13779,VERB,NA,sit,sit,\bsat\b|\bsit\b|\bSIT\b|\bsited\b|\bsites\b|\bsiting\b|\bsits\b|\bsitting\b|\bSitting\b,FALSE
13407,VERB,NA,develop,develop,\bdevelop\b|\bDevelop\b|\bdeveloped\b|\bDeveloped\b|\bdeveloping\b|\bDeveloping\b|\bdevelops\b,FALSE
12967,VERB,NA,sell,sell,\bsel\b|\bSEL\b|\bsell\b|\bselling\b|\bsells\b|\bsold\b,FALSE
11580,VERB,NA,aid,aid,\baid\b|\bAid\b|\baided\b|\baiding\b|\baids\b,FALSE
11088,VERB,NA,power,power,\bpower\b|\bPower\b|\bPowER\b|\bPOWER\b|\bpowered\b|\bpowering\b|\bpowers\b|\bPowers\b|\bPOWERS\b,FALSE
10874,VERB,NA,rate,rate,\brate\b|\bRate\b|\brated\b|\bRated\b|\brates\b|\brating\b,FALSE
8699,VERB,NA,form,form,\bform\b|\bForm\b|\bformed\b|\bFormed\b|\bforming\b|\bForming\b|\bforms\b,FALSE
8396,VERB,NA,end,end,\bend\b|\bEnd\b|\bended\b|\bending\b|\bEnding\b|\bends\b,FALSE
8199,VERB,NA,try,try,\btried\b|\btry\b|\bTry\b|\btrying\b,FALSE
8069,VERB,NA,go,go,\bgo\b|\bGo\b|\bGO\b|\bgoes\b|\bgoing\b|\bGoing\b|\bgone\b|\bwent\b,FALSE
7501,VERB,NA,renewable,renewable,\brenewable\b|\bRenewable\b|\bRENEWABLE\b|\brenewables\b,FALSE
7445,VERB,NA,meet,meet,\bmeet\b|\bMeet\b|\bmeeting\b|\bMeeting\b|\bmeets\b|\bmet\b|\bMet\b,FALSE
7223,VERB,NA,cable,cable,\bcable\b|\bcabled\b|\bcables\b,FALSE
7165,VERB,NA,mark,mark,\bmark\b|\bMark\b|\bmarked\b|\bmarking\b|\bMarking\b|\bmarks\b,FALSE
7162,VERB,NA,industry,industry,\bindustries\b|\bindustry\b|\bIndustry\b,FALSE
6415,CONTRACT,NA,design,design,\bdesign\b|\bDesign\b|\bdesigned\b|\bDesigned\b|\bdesigning\b|\bdesigns\b|\bDesigns\b,FALSE
6021,VERB,NA,elect,elect,\belect\b|\bElect\b|\belected\b|\bElected\b,FALSE
5855,VERB,NA,met,met,\bmet\b|\bMet\b|\bMET\b,FALSE
5799,VERB,NA,rent,rent,\brent\b|\bRent\b|\brented\b|\brenting\b,FALSE
5735,VERB,NA,plan,plan,\bplan\b|\bPlan\b|\bplaned\b|\bplanned\b|\bPlanned\b|\bplanning\b|\bPlanning\b|\bplans\b|\bPlans\b|\bplanted\b,FALSE
5630,VERB,NA,site,site,\bsite\b|\bSite\b|\bSITE\b|\bsited\b|\bsites\b|\bSites\b|\bsiting\b,FALSE
5549,CONTRACT,NA,construct,construct,\bconstruct\b|\bconstructed\b|\bconstructing\b|\bConstructing\b|\bconstructs\b,FALSE
5444,VERB,NA,test,test,\btest\b|\bTest\b|\btested\b|\bTested\b|\btesting\b|\btests\b|\bTests\b,FALSE
5443,VERB,NA,find,find,\bfind\b|\bFind\b|\bFIND\b|\bfinding\b|\bFinding\b|\bfinds\b|\bfound\b|\bFound\b,FALSE
5360,VERB,NA,service,service,\bservice\b|\bService\b|\bserviced\b|\bservices\b|\bServices\b|\bservicing\b,FALSE
5258,NO,NA,cost,cost,\bcost\b|\bCost\b|\bCOST\b|\bcosted\b|\bcosting\b|\bcosts\b|\bCosts\b,FALSE
5059,VERB,NA,lie,lie,\blie\b|\blies\b|\bLies\b|\blying\b,FALSE
5050,VERB,NA,own,own,\bown\b|\bOwn\b|\bowned\b|\bOwned\b|\bowning\b|\bOwning\b|\bowns\b,FALSE
4953,COLLAB,NA,build,build,\bbuild\b|\bBuild\b|\bBUILD\b|\bbuilding\b|\bBuilding\b|\bbuilds\b|\bbuilt\b|\bBuilt\b,FALSE
4856,VERB,NA,ship,ship,\bship\b|\bShip\b|\bshipped\b|\bshipping\b|\bShipping\b|\bships\b|\bShips\b,FALSE
4713,VERB,NA,found,found,\bfound\b|\bFound\b|\bfounded\b|\bFounded\b,FALSE
4664,VERB,NA,take,take,\btake\b|\bTake\b|\btaken\b|\bTaken\b|\btakes\b|\btaking\b|\bTaking\b|\btook\b,FALSE
4608,VERB,NA,invest,invest,\binvest\b|\bInvest\b|\bInVEST\b|\binvested\b|\binvesting\b|\binvests\b,FALSE
4554,VERB,NA,add,add,\badd\b|\bAdd\b|\bADD\b|\badded\b|\bAdded\b|\badding\b|\bAdding\b|\badds\b|\bADDs\b,FALSE
4550,VERB,NA,live,live,\blive\b|\bLive\b|\blived\b|\blives\b|\bliving\b|\bLiving\b,FALSE
4524,VERB,NA,connect,connect,\bconnect\b|\bconnected\b|\bConnected\b|\bconnecting\b|\bconnects\b,FALSE
4453,VERB,NA,direct,direct,\bdirect\b|\bDirect\b|\bdirected\b|\bDirected\b|\bdirecting\b|\bdirects\b,FALSE
4359,NO,NA,expect,expect,\bexpect\b|\bexpected\b|\bExpected\b|\bexpecting\b|\bExpecting\b|\bexpects\b,FALSE
4254,VERB,NA,source,source,\bsource\b|\bSource\b|\bsourced\b|\bSourced\b|\bsources\b|\bSources\b|\bsourcing\b,FALSE
4253,VERB,NA,base,base,\bbase\b|\bBase\b|\bBASE\b|\bbased\b|\bBased\b|\bbases\b|\bbasing\b,FALSE
4094,VERB,NA,come,come,\bcame\b|\bcome\b|\bCome\b|\bCOME\b|\bcomes\b|\bcoming\b|\bComing\b,FALSE
3932,CONTRACT,NA,deliver,deliver,\bdeliver\b|\bDeliver\b|\bdelivered\b|\bDelivered\b|\bdelivering\b|\bDelivering\b|\bdelivers\b,FALSE
3918,VERB,NA,installed,installed,\binstalled\b|\bInstalled\b,FALSE
3868,NO,NA,get,get,\bget\b|\bGet\b|\bGET\b|\bgets\b|\bgetting\b|\bGetting\b|\bgot\b|\bgotten\b,FALSE
3782,CONTRACT,NA,supply,supply,\bsupplied\b|\bSupplied\b|\bsupplies\b|\bsupply\b|\bSupply\b|\bSUPPLY\b|\bsupplying\b,FALSE
3618,VERB,NA,marine,marine,\bmarine\b|\bmarines\b,FALSE
3584,VERB,NA,send,send,\bsend\b|\bsending\b|\bsends\b|\bsent\b,FALSE
3573,VERB,NA,set,set,\bset\b|\bSet\b|\bSET\b|\bsets\b|\bsetting\b|\bSetting\b,FALSE
3502,VERB,NA,state,state,\bstate\b|\bState\b|\bstated\b|\bstates\b|\bstating\b,FALSE
3484,VERB,NA,grid,grid,\bgrid\b|\bGRID\b|\bgrids\b,FALSE
3461,VERB,NA,lease,lease,\blease\b|\bLease\b|\bleased\b|\bleases\b|\bleasing\b,FALSE
3408,VERB,NA,leave,leave,\blead\b|\bleave\b|\bLeave\b|\bleaves\b|\bleaving\b|\bLeaving\b|\bleft\b|\bLeft\b,FALSE
3318,VERB,NA,complete,complete,\bcomplete\b|\bComplete\b|\bcompleted\b|\bCompleted\b|\bcompletes\b|\bcompleting\b|\bCompleting\b,FALSE
3311,COLLAB,NA,manage,manage,\bmanage\b|\bmanaged\b|\bManaged\b|\bmanages\b|\bmanaging\b|\bManaging\b,FALSE
3311,VERB,NA,need,need,\bneed\b|\bNeed\b|\bneeded\b|\bNeeded\b|\bneeding\b|\bneeds\b|\bNeeds\b,FALSE
3219,VERB,NA,engineer,engineer,\bengineer\b|\bEngineer\b|\bengineered\b|\bengineering\b|\bEngineering\b|\bengineers\b|\bEngineers\b,FALSE
3207,VERB,NA,line,line,\bline\b|\bLine\b|\blined\b|\blines\b|\bLines\b|\blining\b,FALSE
3187,VERB,NA,structure,structure,\bstructure\b|\bStructure\b|\bstructured\b|\bstructures\b|\bStructures\b|\bstructuring\b|\bStructuring\b,FALSE
3146,VERB,NA,partner,partner,\bpartner\b|\bPartner\b|\bPARTNER\b|\bpartnered\b|\bpartnering\b|\bpartners\b|\bPartners\b|\bPARTNERS\b,FALSE
3140,VERB,NA,stand,stand,\bstand\b|\bStand\b|\bstanding\b|\bStanding\b|\bstands\b|\bstood\b,FALSE
3098,VERB,NA,wave,wave,\bwave\b|\bWave\b|\bWAVE\b|\bwaves\b|\bwaving\b,FALSE
3095,CONTRACT,NA,require,require,\brequire\b|\brequired\b|\bRequired\b|\brequires\b|\brequiring\b|\bRequiring\b,FALSE
3077,VERB,NA,commission,commission,\bcommission\b|\bCommission\b|\bcommissioned\b|\bCommissioned\b|\bcommissioning\b|\bcommissionning\b|\bcommissions\b,FALSE
3012,VERB,NA,lay,lay,\blaid\b|\blay\b|\bLay\b|\blayed\b|\blaying\b|\bLaying\b|\blays\b,FALSE
2985,VERB,NA,platform,platform,\bplatform\b|\bPlatform\b|\bPLATFORM\b|\bplatforms\b|\bPlatforms\b,FALSE
2941,VERB,NA,further,further,\bfurther\b|\bFurther\b|\bFURTHER\b|\bfurthered\b|\bfurthering\b|\bfurthers\b,FALSE
2935,VERB,NA,prove,prove,\bprove\b|\bproved\b|\bproven\b|\bProven\b|\bproves\b|\bproving\b,FALSE
2840,VERB,NA,grow,grow,\bgrew\b|\bgrow\b|\bGrow\b|\bGROW\b|\bgrowing\b|\bGrowing\b|\bgrown\b|\bgrows\b,FALSE
2830,COLLAB,NA,operate,operate,\boperate\b|\bOperate\b|\boperated\b|\bOperated\b|\boperates\b|\boperating\b|\bOperating\b,FALSE
2810,VERB,NA,start,start,\bstart\b|\bStart\b|\bstarted\b|\bStarted\b|\bstarting\b|\bStarting\b|\bstarts\b,FALSE
2808,VERB,NA,opt,opt,\bopt\b|\bOPT\b|\bopted\b|\bopts\b,FALSE
2775,VERB,NA,place,place,\bplace\b|\bPlace\b|\bplaced\b|\bplaces\b|\bPlaces\b|\bplacing\b|\bPlacing\b,FALSE
2761,VERB,NA,fit,fit,\bfit\b|\bFit\b|\bFiT\b|\bFIT\b|\bfits\b|\bFiTs\b|\bFITs\b|\bfitted\b|\bfitting\b|\bFitting\b,FALSE
2752,VERB,NA,fight,fight,\bfight\b|\bfighting\b|\bFighting\b|\bfit\b|\bfought\b,FALSE
2695,VERB,NA,float,float,\bfloat\b|\bFloat\b|\bfloated\b|\bfloating\b|\bFloating\b|\bFLOating\b|\bfloats\b,FALSE
2635,VERB,NA,accord,accord,\baccord\b|\bAccord\b|\baccorded\b|\baccording\b|\bAccording\b,FALSE
2593,NO,NA,help,help,\bhelp\b|\bHelp\b|\bhelped\b|\bhelping\b|\bHelping\b|\bhelps\b,FALSE
2578,VERB,NA,working,working,\bworking\b,FALSE
2569,VERB,NA,allow,allow,\ballow\b|\bAllow\b|\ballowed\b|\ballowes\b|\ballowing\b|\bAllowing\b|\ballows\b|\bAllows\b,FALSE
2520,VERB,NA,locate,locate,\blocate\b|\blocated\b|\bLocated\b|\blocating\b,FALSE
2492,VERB,NA,report,report,\breport\b|\bReport\b|\bREPORT\b|\breported\b|\breporting\b|\bReporting\b|\breports\b|\bReports\b,FALSE
2484,VERB,NA,hold,hold,\bheld\b|\bHeld\b|\bhold\b|\bHold\b|\bholding\b|\bHolding\b|\bholds\b,FALSE
2471,VERB,NA,jack,jack,\bjack\b|\bJack\b|\bJACK\b|\bjacked\b|\bjacking\b|\bjacks\b,FALSE
2462,VERB,NA,commissione,commissione,\bcommissioned\b|\bcommissioning\b,FALSE
2415,CONTRACT,NA,train,train,\btrain\b|\bTrain\b|\btrained\b|\bTrained\b|\btraining\b|\btrains\b,FALSE
2414,VERB,NA,call,call,\bcall\b|\bCall\b|\bcalled\b|\bCalled\b|\bcalling\b|\bcalls\b,FALSE
2385,VERB,NA,equip,equip,\bequip\b|\bequiped\b|\bequipped\b|\bEquipped\b|\bequipping\b|\bequips\b,FALSE
2381,VERB,NA,enginee,enginee,\bengineering\b|\bEngineering\b,FALSE
2381,VERB,NA,engineering,engineering,\bengineering\b|\bEngineering\b,FALSE
2377,VERB,NA,tow,tow,\btow\b|\bTow\b|\bTOW\b|\btowed\b|\btowing\b,FALSE
2347,VERB,NA,total,total,\btotal\b|\bTotal\b|\bTOTAL\b|\btotaled\b|\btotaling\b|\btotalled\b|\btotalling\b|\btotals\b,FALSE
2310,VERB,NA,team,team,\bteam\b|\bTeam\b|\bTEAM\b|\bteamed\b|\bteaming\b|\bteams\b|\bTeams\b,FALSE
2269,VERB,NA,last,last,\blast\b|\bLast\b|\bLAST\b|\blasted\b|\blasting\b|\bLasting\b|\blasts\b,FALSE
2247,CONTRACT,NA,present,present,\bpresent\b|\bPresent\b|\bpresented\b|\bPresented\b|\bPRESENTED\b|\bpresenting\b|\bPresenting\b|\bpresents\b|\bPresents\b,FALSE
2239,VERB,NA,floating,floating,\bfloating\b|\bFloating\b|\bFLoating\b,FALSE
2229,NO,NA,continue,continue,\bcontinue\b|\bcontinued\b|\bContinued\b|\bcontinues\b|\bcontinuing\b|\bContinuing\b,FALSE
2227,CONTRACT,NA,deploy,deploy,\bdeploy\b|\bdeployed\b|\bDeployed\b|\bdeploying\b|\bdeploys\b,FALSE
2222,VERB,NA,lose,lose,\blose\b|\bLose\b|\bloses\b|\blosing\b|\bloss\b|\blost\b|\bLost\b,FALSE
2222,CONTRACT,NA,offer,offer,\boffer\b|\bOffer\b|\boffered\b|\bOffered\b|\boffering\b|\bOffering\b|\boffers \b,FALSE
2222,COLLAB,NA,fund,fund,\bfund\b|\bFund\b|\bfunded\b|\bFunded\b|\bfunding\b|\bFunding\b|\bfunds\b|\bFunds\b,FALSE
2160,VERB,NA,experience,experience,\bexperience\b|\bExperience\b|\bexperienced\b|\bExperienced\b|\bexperiences\b|\bExperiences\b|\bexperiencing\b|\bExperiencing\b,FALSE
2119,CONTRACT,NA,order,order,\border\b|\bOrder\b|\bordered\b|\bOrdered\b|\bordering\b|\borders\b|\bOrders\b,FALSE
2115,VERB,NA,schedule,schedule,\bschedule\b|\bSCHEDULE\b|\bscheduled\b|\bScheduled\b|\bschedules\b|\bscheduling\b,FALSE
2113,VERB,NA,perform,perform,\bperform\b|\bperformed\b|\bPerformed\b|\bperforming\b|\bPerforming\b|\bperforms\b,FALSE
2112,VERB,NA,release,release,\brelease\b|\bRelease\b|\breleased\b|\breleases\b|\breleasing\b,FALSE
2081,VERB,NA,follow,follow,\bfollow\b|\bFollow\b|\bfollowed\b|\bFollowed\b|\bfollowing\b|\bFollowing\b|\bfollows\b,FALSE
2074,VERB,NA,hang,hang,\bhang\b|\bHang\b|\bhanging\b|\bHanging\b|\bhangs\b|\bHung\b,FALSE
2066,VERB,NA,join,join,\bjoin\b|\bJoin\b|\bjoined\b|\bJoined\b|\bjoining\b|\bJoining\b|\bjoins\b|\bjointed\b|\bjointing\b,FALSE
2010,VERB,NA,result,result,\bresult\b|\bResult\b|\bresulted\b|\bresulting\b|\bResulting\b|\bresults\b|\bResults\b|\bRESULTS\b,FALSE
2001,VERB,NA,generate,generate,\bgenerate\b|\bGenerate\b|\bgenerated\b|\bgenerates\b|\bGenerates\b|\bgenerating\b|\bGenerating\b,FALSE
1966,VERB,NA,head,head,\bhead\b|\bHead\b|\bheaded\b|\bHeaded\b|\bheading\b|\bHeading\b|\bheads\b|\bHeads\b,FALSE
1959,VERB,NA,range,range,\brange\b|\bRange\b|\branged\b|\branges\b|\branging\b|\bRanging\b,FALSE
1945,VERB,NA,enter,enter,\benter\b|\bEnter\b|\bentered\b|\bentering\b|\bEntering\b|\benters\b,FALSE
1930,VERB,NA,buil,buil,\bbuilt\b,FALSE
1927,COLLAB,NA,carry,carry,\bcarried\b|\bCarried\b|\bcarries\b|\bcarry\b|\bcarrying\b|\bCarrying\b,FALSE
1925,VERB,NA,metre,metre,\bmetre\b|\bmetres\b,FALSE
1923,VERB,NA,drive,drive,\bdrive\b|\bDrive\b|\bdriven\b|\bDriven\b|\bdrives\b|\bDrives\b|\bdriving\b|\bDriving\b|\bdrove\b,FALSE
1918,VERB,NA,enable,enable,\benable\b|\benabled\b|\bEnabled\b|\benables\b|\benabling\b|\bEnabling\b,FALSE
1907,VERB,NA,completed,completed,\bcompleted\b,FALSE
1899,VERB,NA,date,date,\bdate\b|\bDate\b|\bdated\b|\bdates\b|\bDates\b|\bdating\b,FALSE
1862,VERB,NA,cut,cut,\bcut\b|\bCut\b|\bcutes\b|\bcuts\b|\bcutting\b|\bCutting\b,FALSE
1861,VERB,NA,transport,transport,\btransport\b|\bTransport\b|\btransported\b|\bTransported\b|\btransporting\b|\btransports\b,FALSE
1858,VERB,NA,put,put,\bput\b|\bPut\b|\bputs\b|\bputting\b|\bPutting\b,FALSE
1849,VERB,NA,ensure,ensure,\bensure\b|\bEnsure\b|\bENSURE\b|\bensured\b|\bensures\b|\bensuring\b|\bEnsuring\b,FALSE
1838,NO,NA,agree,agree,\bagree\b|\bagreed\b|\bAGREED\b|\bagreeing\b|\bAgreeing\b|\bagrees\b,FALSE
1833,VERB,NA,blade,blade,\bblade\b|\bblades\b,FALSE
1793,VERB,NA,load,load,\bload\b|\bLoad\b|\bLOAD\b|\bloaded\b|\bloading\b|\bLoading\b|\bloads\b|\bLoads\b,FALSE
1758,NO,NA,announce,announce,\bannounce\b|\bannounced\b|\bAnnounced\b|\bannounces\b|\bannouncing\b|\bAnnouncing\b,FALSE
1743,VERB,NA,position,position,\bposition\b|\bPosition\b|\bpositioned\b|\bPositioned\b|\bpositioning\b|\bpositions\b,FALSE
1719,VERB,NA,aim,aim,\baim\b|\bAim\b|\bAIM\b|\baimed\b|\bAimed\b|\baiming\b|\bAiming\b|\baims\b|\bAims\b,FALSE
1718,VERB,NA,create,create,\bcreate\b|\bCreate\b|\bcreated\b|\bCreated\b|\bcreates\b|\bcreating\b|\bCreating\b,FALSE
1710,VERB,NA,close,close,\bclose\b|\bClose\b|\bCLOSE\b|\bclosed\b|\bClosed\b|\bcloses\b|\bclosing\b|\bClosing\b,FALSE
1701,VERB,NA,array,array,\barray\b|\bArray\b|\barrays\b,FALSE
1698,VERB,NA,change,change,\bchange\b|\bChange\b|\bCHANGE\b|\bchanged\b|\bChanged\b|\bchanges\b|\bChanges\b|\bchanging\b,FALSE
1682,VERB,NA,scheduled,scheduled,\bscheduled\b,FALSE
1681,VERB,NA,transfer,transfer,\btransfer\b|\bTransfer\b|\btransferred\b|\btransferring\b|\bTransferring\b|\btransfers\b|\bTransfers\b,FALSE
1650,VERB,NA,fall,fall,\bfall\b|\bFall\b|\bfallen\b|\bfalling\b|\bFalling\b|\bfalls\b|\bfell\b,FALSE
1618,NO,NA,begin,begin,\bbegan\b|\bbegin\b|\bbeginning\b|\bBeginning\b|\bbegins\b|\bbegun\b,FALSE
1597,VERB,NA,access,access,\baccess\b|\bAccess\b|\baccessed\b|\baccessing\b|\bAccessing\b,FALSE
1582,COLLAB,NA,cover,cover,\bcover\b|\bcovered\b|\bCovered\b|\bcovering\b|\bCovering\b|\bcovers\b,FALSE
1577,CONTRACT,NA,produce,produce,\bproduce\b|\bProduce\b|\bproduced\b|\bproduces\b|\bProduces\b|\bproducing\b|\bProducing\b,FALSE
1576,VERB,NA,survey,survey,\bsurvey\b|\bsurveyed\b|\bsurveying\b|\bsurveys\b,FALSE
1575,NO,NA,improve,improve,\bimprove\b|\bImprove\b|\bimproved\b|\bImproved\b|\bimproves\b|\bimproving\b|\bImproving\b,FALSE
1540,VERB,NA,leg,leg,\bleg\b|\bLeg\b|\blegged\b|\blegs\b|\bLegs\b,FALSE
1538,VERB,NA,lift,lift,\blift\b|\bLift\b|\blifted\b|\bLifted\b|\blifting\b|\bLifting\b|\blifts\b,FALSE
1534,VERB,NA,wide,wide,\bwide\b|\bWide\b|\bwiden\b|\bwidened\b|\bwidening\b,FALSE
1527,VERB,NA,bring,bring,\bbring\b|\bbringing\b|\bBringing\b|\bbrings\b|\bbrought\b,FALSE
1520,VERB,NA,move,move,\bmove\b|\bMove\b|\bMOVE\b|\bmoved\b|\bmoves\b|\bmoving\b|\bMoving\b,FALSE
1513,VERB,NA,control,control,\bcontrol\b|\bControl\b|\bcontrolled\b|\bControlled\b|\bcontrolling\b|\bControlling\b|\bcontrols\b|\bControls\b,FALSE
1512,VERB,NA,measure,measure,\bmeasure\b|\bmeasured\b|\bMeasured\b|\bmeasures\b|\bMeasures\b|\bmeasuring\b,FALSE
1511,VERB,NA,leading,leading,\bleading\b|\bLeading\b,FALSE
1493,VERB,NA,focus,focus,\bfocus\b|\bFocus\b|\bfocused\b|\bFocused\b|\bfocuses\b|\bfocusing\b|\bFocusing\b,FALSE
1482,VERB,NA,assess,assess,\bassess\b|\bAssess\b|\bassessed\b|\bassesses\b|\bassessing\b|\bAssessing\b,FALSE
1479,VERB,NA,near,near,\bnear\b|\bNear\b|\bnearing\b|\bnears\b,FALSE
1472,VERB,NA,joint,joint,\bjoint\b|\bJoint\b|\bjoints\b,FALSE
1468,VERB,NA,open,open,\bopen\b|\bOpen\b|\bOPEN\b|\bopened\b|\bOpened\b|\bopening\b|\bOpening\b|\bopens\b,FALSE
1458,VERB,NA,exist,exist,\bexist\b|\bexisted\b|\bexisting\b|\bExisting\b|\bexists\b,FALSE
1448,VERB,NA,like,like,\blike\b|\bLike\b|\blikening\b|\blikes\b,FALSE
1442,VERB,NA,commissioning,commissioning,\bcommissioning\b,FALSE
1436,VERB,NA,yard,yard,\byard\b|\bYard\b|\byards\b,FALSE
1436,NO,NA,show,show,\bshow\b|\bShow\b|\bshowed\b|\bshowing\b|\bShowing\b|\bshown\b|\bshows\b,FALSE
1426,VERB,NA,link,link,\blink\b|\bLink\b|\bLINK\b|\blinked\b|\blinking\b|\blinks\b|\bLinks\b,FALSE
1423,VERB,NA,trial,trial,\btrial\b|\btrialed\b|\btrialing\b|\btrialled\b|\btrialling\b|\btrials\b,FALSE
1422,VERB,NA,step,step,\bstep\b|\bStep\b|\bstepped\b|\bstepping\b|\bsteps\b,FALSE
1385,VERB,NA,training,training,\btraining\b|\btrainings\b,FALSE
1368,VERB,NA,building,building,\bbuilding\b|\bBuilding\b|\bbuildings\b|\bBuildings\b,FALSE
1363,VERB,NA,achieve,achieve,\bachieve\b|\bachieved\b|\bAchieved\b|\bachieves\b|\bachieving\b|\bAchieving\b,FALSE
1354,VERB,NA,inform,inform,\binform\b|\binformed\b|\binforming\b|\binforms\b,FALSE
1350,VERB,NA,give,give,\bgave\b|\bgive\b|\bGive\b|\bgiven\b|\bGiven\b|\bgives\b|\bGives\b|\bgiving\b|\bGiving\b,FALSE
1350,VERB,NA,house,house,\bhouse\b|\bHouse\b|\bhoused\b|\bHoused\b|\bhouses\b|\bHouses\b|\bhousing\b|\bHousing\b,FALSE
